CONSTITUENCY,WINNER,PARTY,STATE,YEAR
RAE BARELI,CAPTAIN SATISH SHARMA,INC,Uttar Pradesh,1999
PRATAPGARH,RAJKUMARI RATNA SINGH,INC,Uttar Pradesh,1999
AMETHI,SONIA GANDHI,INC,Uttar Pradesh,1999
SULTANPUR,JAI BHADRA SINGH,BSP,Uttar Pradesh,1999
AKBARPUR (SC),MAYAWATI,BSP,Uttar Pradesh,1999
FAIZABAD,VINAY KATIYAR,BJP,Uttar Pradesh,1999
BARA BANKI (SC),RAM SAGAR,SP,Uttar Pradesh,1999
KAISERGANJ,BENI PRASAD VERMA,SP,Uttar Pradesh,1999
BAHRAICH,PADAMSEN CHAUDHARY,BJP,Uttar Pradesh,1999
BALRAMPUR,RIZVAN ZAHEER ALIAS RIJJU BHAIYA,SP,Uttar Pradesh,1999
GONDA,BRAJ BHUSHAN SHARAN SINGH,BJP,Uttar Pradesh,1999
BASTI (SC),SHRIRAM CHAUHAN,BJP,Uttar Pradesh,1999
DOMARIAGANJ,RAM PAL SINGH,BJP,Uttar Pradesh,1999
KHALILABAD,BHAL CHANDRA YADAV,SP,Uttar Pradesh,1999
BANSGAON (SC),RAJ NARAYAN PASI,BJP,Uttar Pradesh,1999
GORAKHPUR,ADITYA NATH,BJP,Uttar Pradesh,1999
MAHARAJGANJ,AKHILESH SINGH,SP,Uttar Pradesh,1999
PADRAUNA,RAM NAGINA MISHRA,BJP,Uttar Pradesh,1999
DEORIA,SHRI PRAKASH MANI,BJP,Uttar Pradesh,1999
SALEMPUR,BABBAN RAJBHAR,BSP,Uttar Pradesh,1999
BALLIA,CHANDRA SHEKHAR,SJP(R),Uttar Pradesh,1999
GHOSI,BAL KRISHNA,BSP,Uttar Pradesh,1999
AZAMGARH,RAMA KANT YADAV,SP,Uttar Pradesh,1999
LALGANJ (SC),DR. BALI RAM,BSP,Uttar Pradesh,1999
MACHHLISHAHR,CHANDRA NATH SINGH,SP,Uttar Pradesh,1999
JAUNPUR,CHINMAYANAND,BJP,Uttar Pradesh,1999
SAIDPUR (SC),TUFANI SAROJ,SP,Uttar Pradesh,1999
GHAZIPUR,MANOJ,BJP,Uttar Pradesh,1999
CHANDAULI,JAWAHAR LAL JAISWAL,SP,Uttar Pradesh,1999
VARANASI,SHANKAR PRASAD JAISWAL,BJP,Uttar Pradesh,1999
ROBERTSGANJ (SC),RAM SHAKAL,BJP,Uttar Pradesh,1999
MIRZAPUR,PHOOLAN DEVI,SP,Uttar Pradesh,1999
PHULPUR,DHARAM RAJ SINGH PATEL,SP,Uttar Pradesh,1999
ALLAHABAD,DR. MURLI MANOHAR JOSHI,BJP,Uttar Pradesh,1999
CHAIL (SC),SURESH PASI,BSP,Uttar Pradesh,1999
FATEHPUR,ASHOK PATEL,BJP,Uttar Pradesh,1999
BANDA,RAM SAJIWAN,BSP,Uttar Pradesh,1999
HAMIRPUR,ASHOK KUMAR SINGH CHANDEL,BSP,Uttar Pradesh,1999
JHANSI,SUJAN SINGH BUNDELA,INC,Uttar Pradesh,1999
JALAUN (SC),BRIJ LAL KHABRI,BSP,Uttar Pradesh,1999
GHATAMPUR (SC),PYARE LAL SANKHWAR,BSP,Uttar Pradesh,1999
BILHAUR,SHYAM BIHARI MISHRA,BJP,Uttar Pradesh,1999
KANPUR,SRIPRAKASH JAISWAL,INC,Uttar Pradesh,1999
ETAWAH,RAGHURAJ SINGH SHAKYA,SP,Uttar Pradesh,1999
KANNAUJ,MULAYAM SINGH YADAV,SP,Uttar Pradesh,1999
FARRUKHABAD,CHANDRA BHUSHAN SINGH (MUNNOO BABU),SP,Uttar Pradesh,1999
MAINPURI,BALRAM SINGH YADAV,SP,Uttar Pradesh,1999
JALESAR,PROF. S.P. SINGH BAGHEL,SP,Uttar Pradesh,1999
ETAH,KR. DEVENDRA SINGH YADAV,SP,Uttar Pradesh,1999
FIROZABAD (SC),RAM JILAL SUMAN,SP,Uttar Pradesh,1999
AGRA,RAJ BABBAR,SP,Uttar Pradesh,1999
MATHURA,CH. TEJVIR SINGH,BJP,Uttar Pradesh,1999
HATHRAS (SC),KISHAN LAL DILER,BJP,Uttar Pradesh,1999
ALIGARH,SHEELA GAUTAM,BJP,Uttar Pradesh,1999
KHURJA (SC),ASHOK KUMAR PRADHAN,BJP,Uttar Pradesh,1999
BULANDSHAHR,CHHATRA PAL,BJP,Uttar Pradesh,1999
HAPUR,RAMESH CHAND TOMAR,BJP,Uttar Pradesh,1999
MEERUT,AVTAR SINGH BHADANA,INC,Uttar Pradesh,1999
BAGHPAT,AJIT SINGH,RLD,Uttar Pradesh,1999
MUZAFFARNAGAR,SAIDUZZAMAN,INC,Uttar Pradesh,1999
KAIRANA,AMIR ALAM,RLD,Uttar Pradesh,1999
SAHARANPUR,MANSOOR ALI KHAN,BSP,Uttar Pradesh,1999
HARDWAR (SC),HARPAL SINGH SATHI,BJP,Uttar Pradesh,1999
COOCH BEHAR (SC),AMAR ROY PRADHAN,FBL,West Bengal,1999
ALIPURDUARS (ST),JOACHIM BAXLA,RSP,West Bengal,1999
JALPAIGURI,MINATI SEN,CPM,West Bengal,1999
DARJEELING,S.P. LEPCHA,CPM,West Bengal,1999
RAIGANJ,PRIYA RANJAN DASMUNSI,INC,West Bengal,1999
BALURGHAT (SC),BARMAN RANEN,RSP,West Bengal,1999
MALDA,ABUL BARKAT ATAUL GHANI KHAN CHOU,DHURY INC,West Bengal,1999
JANGIPUR,ABUL HASNAT KHAN,CPM,West Bengal,1999
MURSHIDABAD,MOINUL HASSAN,CPM,West Bengal,1999
BERHAMPORE,ADHIR RANJAN CHOWDHURY,INC,West Bengal,1999
KRISHNAGAR,SATYABRATA MOOKHERJEE,BJP,West Bengal,1999
NABADWIP (SC),ANANDA MOHAN BISWAS,AITC,West Bengal,1999
BARASAT,DR.RANJIT KUMAR PANJA,AITC,West Bengal,1999
BASIRHAT,AJOY CHAKRABORTY,CPI,West Bengal,1999
JOYNAGAR (SC),SANAT KUMAR MONDAL,RSP,West Bengal,1999
MATHURAPUR (SC),RADHIKA RANJAN PRAMANIK,CPM,West Bengal,1999
DIAMOND HARBOUR,SAMIK LAHIRI,CPM,West Bengal,1999
JADAVPUR,KRISHNA BOSE,AITC,West Bengal,1999
BARRACKPORE,TARIT BARAN TOPDAR,CPM,West Bengal,1999
DUM DUM,TAPAN SIKDAR,BJP,West Bengal,1999
CALCUTTA NORTH WEST,SUDIP BANDYOPADHYAY,AITC,West Bengal,1999
CALCUTTA NORTH EAST,AJIT KUMAR PANJA,AITC,West Bengal,1999
CALCUTTA SOUTH,MAMATA BANERJEE,AITC,West Bengal,1999
HOWRAH,SWADESH CHAKRABORTY,CPM,West Bengal,1999
ULUBERIA,HANNAN MOLLAH,CPM,West Bengal,1999
SERAMPORE,AKBOR ALI KHANDOKER,AITC,West Bengal,1999
HOOGHLY,RUPCHAND PAL,CPM,West Bengal,1999
ARAMBAGH,ANIL BASU,CPM,West Bengal,1999
PANSKURA,GITA MUKHERJEE,CPI,West Bengal,1999
TAMLUK,LAKSHMAN CHANDRA SETH,CPM,West Bengal,1999
CONTAI,NEETISH SENGUPTA,AITC,West Bengal,1999
MIDNAPORE,INDRAJIT GUPTA,CPI,West Bengal,1999
JHARGRAM (ST),RUPCHAND MURMU,CPM,West Bengal,1999
PURULIA,BIRSINGH MAHATO,FBL,West Bengal,1999
BANKURA,ACHARIA BASUDEB,CPM,West Bengal,1999
VISHNUPUR (SC),SANDHYA BAURI,CPM,West Bengal,1999
DURGAPUR (SC),SUNIL KHAN,CPM,West Bengal,1999
ASANSOL,BIKASH CHOWDHURY,CPM,West Bengal,1999
BURDWAN,SAR NIKHILANANDA,CPM,West Bengal,1999
KATWA,MAHBOOB ZAHEDI,CPM,West Bengal,1999
BOLPUR,SOMNATH CHATTERJEE,CPM,West Bengal,1999
BIRBHUM (SC),RAM CHANDRA DOME,CPM,West Bengal,1999
ANDAMAN & NICOBAR ISLANDS,BISHNU PADA RAY,BJP,Andaman and Nicobar,1999
CHANDIGARH,PAWAN KUMAR BANSAL,INC,Chandigarh,1999
DADRA & NAGAR HAVELI (ST),DELKAR MOHANBHAI SANJIBHAI,IND,Dadra & Nagar Haveli,1999
DAMAN AND DIU,PATEL DAHYABHAI VALLABHBHAI,INC,Daman & Diu,1999
NEW DELHI,JAG MOHAN,BJP,Delhi NCR,1999
SOUTH DELHI,VIJAY KUMAR MALHOTRA,BJP,Delhi NCR,1999
OUTER DELHI,SAHIB SINGH VERMA,BJP,Delhi NCR,1999
EAST DELHI,LAL BIHARI TIWARI,BJP,Delhi NCR,1999
CHANDNI CHOWK,VIJAY GOEL,BJP,Delhi NCR,1999
DELHI SADAR,MADAN LAL KHURANA,BJP,Delhi NCR,1999
KAROL BAGH (SC),ANITA ARYA,BJP,Delhi NCR,1999
LAKSHADWEEP (ST),P.M. SAYEED,INC,Lakshadweep,1999
PONDICHERRY,M O H FAROOK,INC,Pondicherry,1999
SRIKAKULAM,YERRANNAIDU KINJARAPU,TDP,Andhra Pradesh,2004
PARVATHIPURAM (ST),KISHORE CHANDRA SURYANARAYANA DEO VYRICHERLA,INC,Andhra Pradesh,2004
BOBBILI,KONDAPALLI PYDITHALLI NAIDU,TDP,Andhra Pradesh,2004
VISAKHAPATNAM,JANARDHANA REDDY NEDURUMALLI,INC,Andhra Pradesh,2004
BHADRACHALAM (ST),MIDIYAM BABU RAO,CPM,Andhra Pradesh,2004
ANAKAPALLI,CHALAPATHIRAO PAPPALA,TDP,Andhra Pradesh,2004
KAKINADA,MALLIPUDI MANGAPATI PALLAM RAJU,INC,Andhra Pradesh,2004
RAJAHMUNDRY,ARUNA KUMAR VUNDAVALLI,INC,Andhra Pradesh,2004
AMALAPURAM (SC),G.V. HARSHA KUMAR,INC,Andhra Pradesh,2004
NARASAPUR,CHEGONDI VENKATA HARIRAMA JOGAIAH,INC,Andhra Pradesh,2004
ELURU,KAVURU SAMBA SIVA RAO,INC,Andhra Pradesh,2004
MACHILIPATNAM,BADIGA RAMAKRISHNA,INC,Andhra Pradesh,2004
VIJAYAWADA,RAJAGOPAL LAGADAPATI,INC,Andhra Pradesh,2004
TENALI,BALASHOWRY VALLABHANENI,INC,Andhra Pradesh,2004
GUNTUR,RAYAPATI SAMBASIVA RAO,INC,Andhra Pradesh,2004
BAPATLA,DAGGUBATI PURANDARESWARI,INC,Andhra Pradesh,2004
NARASARAOPET,MEKAPATI RAJAMOHAN REDDY,INC,Andhra Pradesh,2004
ONGOLE,SREENIVASULU REDDY MAGUNTA,INC,Andhra Pradesh,2004
NELLORE (SC),PANABAKA LAKSHMI,INC,Andhra Pradesh,2004
TIRUPATHI (SC),CHINTA MOHAN,INC,Andhra Pradesh,2004
CHITTOOR,D.K. AUDIKESAVULU,TDP,Andhra Pradesh,2004
RAJAMPET,ANNAYYAGARI SAI PRATHAP,INC,Andhra Pradesh,2004
CUDDAPAH,Y.S. VIVEKANANDA REDDY,INC,Andhra Pradesh,2004
HINDUPUR,NIZAMODDIN,INC,Andhra Pradesh,2004
ANANTAPUR,ANANTHA VENKATA RAMI REDDY,INC,Andhra Pradesh,2004
KURNOOL,KOTLA JAYASURYA PRAKASHA REDDY,INC,Andhra Pradesh,2004
NANDYAL,S. P. Y. REDDY,INC,Andhra Pradesh,2004
NAGARKURNOOL (SC),DR.MANDA JAGANNATH,TDP,Andhra Pradesh,2004
MAHABUBNAGAR,D. VITTAL RAO,INC,Andhra Pradesh,2004
HYDERABAD,ASADUDDIN OWAISI,AIMIM,Andhra Pradesh,2004
SECUNDERABAD,M. ANJAN KUMAR YADAV,INC,Andhra Pradesh,2004
SIDDIPET (SC),SARVEY SATHYANARAYANA,INC,Andhra Pradesh,2004
MEDAK,A. NARENDRA,TRS,Andhra Pradesh,2004
NIZAMABAD,MADHU GOUD YASKHI,INC,Andhra Pradesh,2004
ADILABAD,MADHUSUDHAN REDDY TAKKALA,TRS,Andhra Pradesh,2004
PEDDAPALLI (SC),G. VENKAT SWAMY,INC,Andhra Pradesh,2004
KARIMNAGAR,K. CHANDRA SHAKHER RAO,TRS,Andhra Pradesh,2004
HANAMKONDA,B.VINOD KUMAR,TRS,Andhra Pradesh,2004
WARANGAL,DHARAVATH RAVINDER NAIK,TRS,Andhra Pradesh,2004
KHAMMAM,RENUKA CHOWDHURY,INC,Andhra Pradesh,2004
NALGONDA,SURAVARAM SUDHAKAR REDDY,CPI,Andhra Pradesh,2004
MIRYALGUDA,JAIPAL REDDY SUDINI,INC,Andhra Pradesh,2004
ARUNACHAL WEST,KHIREN RIJIJU,BJP,Arunachal Pradesh,2004
ARUNACHAL EAST,TAPIR GAO,BJP,Arunachal Pradesh,2004
KARIMGANJ (SC),LALIT MOHAN SUKLABAIDYA,INC,Assam,2004
SILCHAR,SONTOSH MOHAN DEV,INC,Assam,2004
AUTONOMOUS DISTRICT (ST),BIREN SINGH ENGTI,INC,Assam,2004
DHUBRI,ANWAR HUSSAIN,INC,Assam,2004
KOKRAJHAR (ST),SANSUMA KHUNGGUR BWISWMUTHIARY,IND,Assam,2004
BARPETA,A. F. GOLAM OSMANI,INC,Assam,2004
GAUHATI,KIRIP CHALIHA,INC,Assam,2004
MANGALDOI,NARAYAN CHANDRA BORKATAKY,BJP,Assam,2004
TEZPUR,MONI KUMAR SUBBA,INC,Assam,2004
NOWGONG,RAJEN GOHAIN,BJP,Assam,2004
KALIABOR,DIP GOGOI,INC,Assam,2004
JORHAT,BIJOY KRISHNA HANDIQUE,INC,Assam,2004
DIBRUGARH,SARBANANDA SONOWAL,AGP,Assam,2004
LAKHIMPUR,DR. ARUN KUMAR SARMAH,AGP,Assam,2004
BAGAHA (SC),KAILASH BAITHA,JD(U),Bihar,2004
BETTIAH,RAGHUNATH JHA,RJD,Bihar,2004
MOTIHARI,AKHILES PRASAD SINGH,RJD,Bihar,2004
GOPALGANJ,ANIRUDH PRASAD ALIAS SADHU YADAV,RJD,Bihar,2004
SIWAN,MOHAMMAD SHAHABUDDIN,RJD,Bihar,2004
MAHARAJGANJ,PRABHUNATH SINGH,JD(U),Bihar,2004
CHAPRA,LALU PRASAD,RJD,Bihar,2004
HAJIPUR (SC),RAM VILAS PASWAN,LJNSP,Bihar,2004
VAISHALI,RAGHUBANSH PRASAD SINGH,RJD,Bihar,2004
MUZAFFARPUR,GEORGE FERNANDES,JD(U),Bihar,2004
SITAMARHI,SITARAM YADAV,RJD,Bihar,2004
SHEOHAR,SITARAM SINGH,RJD,Bihar,2004
MADHUBANI,DR. SHAKEEL AHMAD,INC,Bihar,2004
JHANJHARPUR,DEVENDRA PRASAD YADAV,RJD,Bihar,2004
DARBHANGA,MD. ALI ASHRAF FATMI,RJD,Bihar,2004
ROSERA (SC),RAM CHANDRA PASWAN,LJNSP,Bihar,2004
SAMASTIPUR,ALOK KUMAR MEHTA,RJD,Bihar,2004
BARH,VIJAY KRISHNA,RJD,Bihar,2004
BALIA,SURAJ SINGH,LJNSP,Bihar,2004
SAHARSA,RANJEET RANJAN,LJNSP,Bihar,2004
MADHEPURA,LALU PRASAD,RJD,Bihar,2004
ARARIA (SC),SUKDEO PASWAN,BJP,Bihar,2004
KISHANGANJ,TASLIMUDDIN,RJD,Bihar,2004
PURNEA,UDAY SINGH,BJP,Bihar,2004
KATIHAR,NIKHIL KUMAR CHOUDHARY,BJP,Bihar,2004
BANKA,GIRIDHARI YADAV,RJD,Bihar,2004
BHAGALPUR,SUSHIL KUMAR MODI,BJP,Bihar,2004
KHAGARIA,RABINDRA KU. RANA,RJD,Bihar,2004
MONGHYR,JAY PRAKASH NARAYAN YADAV,RJD,Bihar,2004
BEGUSARAI,RAJIV RANJAN SINGH,JD(U),Bihar,2004
NALANDA,NITISH KUMAR,JD(U),Bihar,2004
PATNA,RAM KRIPAL YADAV,RJD,Bihar,2004
ARRAH,KANTI SINGH,RJD,Bihar,2004
BUXAR,LALMUNI CHAUBEY,BJP,Bihar,2004
SASARAM (SC),MIRA KUMAR,INC,Bihar,2004
BIKRAMGANJ,AJIT KUMAR SINGH,JD(U),Bihar,2004
AURANGABAD,NIKHIL KUMAR,INC,Bihar,2004
JAHANABAD,GANESH PRASAD SINGH,RJD,Bihar,2004
NAWADA (SC),VIRCHANDRA PASWAN,RJD,Bihar,2004
GAYA (SC),RAJESH KUMAR MANJHI,RJD,Bihar,2004
PANAJI,SHRIPAD YESSO NAIK,BJP,Goa,2004
MORMUGAO,ALEMAO CHURCHIL BRAZ,INC,Goa,2004
KUTCH,GADHAVI PUSHPADAN SHAMBHUDAN,BJP,Gujarat,2004
SURENDRANAGAR,KOLI PATEL SOMABHAI GANDABHAI,BJP,Gujarat,2004
JAMNAGAR,AHIR VIKRAMBHAI ARJANBHAI MADAM,INC,Gujarat,2004
RAJKOT,DR. KATHIRIA VALLABHBHAI RAMJIBHAI,BJP,Gujarat,2004
PORBANDAR,PATEL HARILAL MADHAVJIBHAI (HARIBHAI PATEL),BJP,Gujarat,2004
JUNAGADH,BARAD JASUBHAI DHANABHAI,INC,Gujarat,2004
AMRELI,VIRJIBHAI THUMMAR,INC,Gujarat,2004
BHAVNAGAR,RANA RAJENDRASINH GHANASHYAMSINH (RAJUBHAI RANA),BJP,Gujarat,2004
DHANDHUKA (SC),VARMA RATILAL KALIDAS,BJP,Gujarat,2004
AHMEDABAD,HARIN PATHAK,BJP,Gujarat,2004
GANDHINAGAR,L. K. ADVANI,BJP,Gujarat,2004
MEHSANA,JIVABHAI AMBALAL PATEL,INC,Gujarat,2004
PATAN (SC),KANODIA MAHESHKUMAR MITHABHAI,BJP,Gujarat,2004
BANASKANTHA,CHAVDA HARISINHAJI PRATAPSINHAJI,INC,Gujarat,2004
SABARKANTHA,MADHUSUDAN MISTRY,INC,Gujarat,2004
KAPADVANJ,VAGHELA SHANKERSINH LAXMANSINH,INC,Gujarat,2004
DOHAD (ST),KATARA BABUBHAI KHIMABHAI,BJP,Gujarat,2004
GODHRA,SOLANKI BHUPENDRASINH PRABHATSINH,BJP,Gujarat,2004
KAIRA,DINSHA PATEL,INC,Gujarat,2004
ANAND,SOLANKI BHARATSINH MADHAVSINH,INC,Gujarat,2004
CHHOTA UDAIPUR (ST),NARANBHAI RATHWA,INC,Gujarat,2004
BARODA,JAYABEN THAKKAR,BJP,Gujarat,2004
BROACH,VASAVA MANSUKHBHAI DHANJIBHAI,BJP,Gujarat,2004
SURAT,KASHIRAM RANA,BJP,Gujarat,2004
MANDVI (ST),CHAUDHARY TUSHARBHAI AMARSINHBHAI,INC,Gujarat,2004
BULSAR (ST),KISHANBHAI VESTABHAI PATEL,INC,Gujarat,2004
AMBALA (SC),SELJA,INC,Haryana,2004
KURUKSHETRA,NAVEEN JINDAL,INC,Haryana,2004
KARNAL,ARVIND KUMAR SHARMA,INC,Haryana,2004
SONEPAT,KISHAN SINGH SANGWAN,BJP,Haryana,2004
ROHTAK,BHUPINDER SINGH,INC,Haryana,2004
FARIDABAD,AVTAR SINGH BHADANA,INC,Haryana,2004
MAHENDRAGARH,INDERJIT SINGH,INC,Haryana,2004
BHIWANI,KULDEEP BISHNOI,INC,Haryana,2004
HISSAR,JAI PARKASH,INC,Haryana,2004
SIRSA (SC),ATMA SINGH GILL,INC,Haryana,2004
SIMLA (SC),DHANI RAM SHANDIL,INC,Himachal Pradesh,2004
MANDI,PRATIBHA SINGH,INC,Himachal Pradesh,2004
KANGRA,CHANDER KUMAR,INC,Himachal Pradesh,2004
HAMIRPUR,SURESH CHANDEL,BJP,Himachal Pradesh,2004
BARAMULLA,ABDUL RASHID SHAHEEN,JKN,Jammu Kashmir,2004
SRINAGAR,OMAR ABDULLAH,JKN,Jammu Kashmir,2004
ANANTNAG,MEHBOOBA MUFTI,JKPDP,Jammu Kashmir,2004
LADAKH,THUPSTAN CHHEWANG,IND,Jammu Kashmir,2004
UDHAMPUR,CH. LAL SINGH,INC,Jammu Kashmir,2004
JAMMU,MADAN LAL SHARMA,INC,Jammu Kashmir,2004
BIDAR (SC),RAMCHANDRA VEERAPPA,BJP,Karnataka,2004
GULBARGA,IQBAL AHMED SARADGI,INC,Karnataka,2004
RAICHUR,A.VENKATESH NAIK,INC,Karnataka,2004
KOPPAL,K. VIRUPAXAPPA,INC,Karnataka,2004
BELLARY,G. KARUNAKARA REDDY,BJP,Karnataka,2004
DAVANGERE,G.M. SIDDESWARA,BJP,Karnataka,2004
CHITRADURGA,N.Y. HANUMANTHAPPA,INC,Karnataka,2004
TUMKUR,S. MALLIKARJUNAIAH,BJP,Karnataka,2004
CHIKBALLAPUR,R.L. JALAPPA,INC,Karnataka,2004
KOLAR (SC),K.H. MUNIYAPPA,INC,Karnataka,2004
KANAKAPURA,TEJASHWINI SEE RAMESH,INC,Karnataka,2004
BANGALORE NORTH,DR. H.T. SANGLIANA,BJP,Karnataka,2004
BANGALORE SOUTH,ANANTH KUMAR,BJP,Karnataka,2004
MANDYA,AMBAREESH M. H.,INC,Karnataka,2004
CHAMARAJANAGAR (SC),M. SHIVANNA,JD(S),Karnataka,2004
MYSORE,C. H. VIJAYASHANKAR,BJP,Karnataka,2004
MANGALORE,D. V. SADANANDA GOWDA,BJP,Karnataka,2004
UDUPI,MANORAMA MADHWARAJ,BJP,Karnataka,2004
HASSAN,H. D. DEVEGOWDA,JD(S),Karnataka,2004
CHIKMAGALUR,D. C. SRIKANTAPPA,BJP,Karnataka,2004
SHIMOGA,S. BANGARAPPA,BJP,Karnataka,2004
KANARA,ANANTHKUMAR HEGDE,BJP,Karnataka,2004
DHARWAD SOUTH,KUNNUR MANJUNATH CHANNAPPA,BJP,Karnataka,2004
DHARWAD NORTH,PRALHAD JOSHI,BJP,Karnataka,2004
BELGAUM,ANGADI SURESH CHANABASAPPA,BJP,Karnataka,2004
CHIKKODI (SC),JIGAJINAGI RAMESH CHANDAPPA,BJP,Karnataka,2004
BAGALKOT,GADDIGOUDAR PARVATAGOUDA CHANDANAGOUDA,BJP,Karnataka,2004
BIJAPUR,BASANAGOUDA R PATIL(YATNAL),BJP,Karnataka,2004
KASARAGOD,P. KARUNAKARAN,CPM,Kerala,2004
CANNANORE,A. P. ABDULLAKUTTY,CPM,Kerala,2004
BADAGARA,P. SATHEEDEVI,CPM,Kerala,2004
CALICUT,M. P. VEERENDRA KUMAR,JD(S),Kerala,2004
MANJERI,T. K. HAMZA,CPM,Kerala,2004
PONNANI,E. AHAMMED,MUL,Kerala,2004
PALGHAT,N. N. KRISHNADAS,CPM,Kerala,2004
OTTAPALAM (SC),S. AJAYA KUMAR,CPM,Kerala,2004
TRICHUR,C. K. CHANDRAPPAN,CPI,Kerala,2004
MUKUNDAPURAM,LONAPPAN NAMBADAN,CPM,Kerala,2004
ERNAKULAM,DR. SEBASTIAN PAUL,IND,Kerala,2004
MUVATTUPUZHA,P. C. THOMAS (PULLOLIL),IFDP,Kerala,2004
KOTTAYAM,K. SURESH KURUP,CPM,Kerala,2004
IDUKKI,K. FRANCIS GEORGE,KEC,Kerala,2004
ALLEPPEY,DR. K. S. MANOJ,CPM,Kerala,2004
MAVELIKARA,C. S. SUJATHA,CPM,Kerala,2004
ADOOR (SC),CHENGARA SURENDRAN,CPI,Kerala,2004
QUILON,P. RAJENDRAN,CPM,Kerala,2004
CHIRAYINKIL,VARKALA RADHAKRISHNAN,CPM,Kerala,2004
TRIVANDRUM,P. K. VASUDEVAN NAIR,CPI,Kerala,2004
MORENA (SC),ASHOK CHHAVIRAM ARGAL,BJP,Madhya Pradesh,2004
BHIND,DR. RAMLAKHAN SINGH,BJP,Madhya Pradesh,2004
GWALIOR,RAMSEVAK SINGH ( BABUJI),INC,Madhya Pradesh,2004
GUNA,JYOTIRADITYA MADHAVRAO SCINDIA,INC,Madhya Pradesh,2004
SAGAR (SC),VIRENDRA KUMAR,BJP,Madhya Pradesh,2004
KHAJURAHO,"DR. RAMKRISHNA KUSHMARIYA "" BABA JEE """,BJP,Madhya Pradesh,2004
DAMOH,CHANDRABHAN BHAIYA,BJP,Madhya Pradesh,2004
SATNA,GANESH SINGH,BJP,Madhya Pradesh,2004
REWA,CHANDRAMANI TRIPATHI,BJP,Madhya Pradesh,2004
SIDHI (ST),CHANDRAPRATAP SINGH,BJP,Madhya Pradesh,2004
SHAHDOL (ST),DALPAT SINGH PARASTE,BJP,Madhya Pradesh,2004
BALAGHAT,GAURI SHANKAR CHATURBHUJ BISEN,BJP,Madhya Pradesh,2004
MANDLA (ST),FAGGAN SINGH KULASTE,BJP,Madhya Pradesh,2004
JABALPUR,RAKESH SINGH,BJP,Madhya Pradesh,2004
SEONI,NEETA PATERIYA,BJP,Madhya Pradesh,2004
CHHINDWARA,KAMALNATH,INC,Madhya Pradesh,2004
BETUL,KHANDELWAL VIJAY KUMAR (MUNNI BHAIA),BJP,Madhya Pradesh,2004
HOSHANGABAD,SARTAJ SINGH,BJP,Madhya Pradesh,2004
BHOPAL,KAILASH JOSHI,BJP,Madhya Pradesh,2004
VIDISHA,SHIVRAJ SINGH,BJP,Madhya Pradesh,2004
RAJGARH,LAKSHMAN SINGH,BJP,Madhya Pradesh,2004
SHAJAPUR (SC),THAWARCHAND GEHLOT,BJP,Madhya Pradesh,2004
KHANDWA,NAND KUMAR SINGH CHAUHAN ( NANDU BHAIYA),BJP,Madhya Pradesh,2004
KHARGONE,KRISHNA MURARI MOGHE,BJP,Madhya Pradesh,2004
DHAR (ST),CHHATAR SINGH DARBAR,BJP,Madhya Pradesh,2004
INDORE,SUMITRA MAHAJAN,BJP,Madhya Pradesh,2004
UJJAIN (SC),DR. SATYANARAYAN JATIYA,BJP,Madhya Pradesh,2004
JHABUA (ST),KANTILAL BHURIA,INC,Madhya Pradesh,2004
MANDSAUR,DR LAXMINARAYAN PANDEYA,BJP,Madhya Pradesh,2004
RAJAPUR,SURESH PRABHAKAR PRABHU,SHS,Maharastra,2004
RATNAGIRI,ANANT GEETE,SHS,Maharastra,2004
KOLABA,A. R. ANTULAY,INC,Maharastra,2004
MUMBAI SOUTH,MILIND MURLI DEORA,INC,Maharastra,2004
MUMBAI SOUTH CENTRAL,MOHAN RAWALE,SHS,Maharastra,2004
MUMBAI NORTH CENTRAL,EKNATH M. GAIKWAD,INC,Maharastra,2004
MUMBAI NORTH EAST,KAMAT GURUDAS,INC,Maharastra,2004
MUMBAI NORTH WEST,SUNIL DUTT,INC,Maharastra,2004
MUMBAI NORTH,GOVINDA,INC,Maharastra,2004
THANE,PARANJAPE PRAKASH VISHVANATH,SHS,Maharastra,2004
DAHANU (ST),SHINGADA DAMODAR BARKU,INC,Maharastra,2004
NASHIK,PINGALE DEVIDAS ANANDRAO,NCP,Maharastra,2004
MALEGAON (ST),HARISCHANDRA DEVRAM CHAVAN,BJP,Maharastra,2004
DHULE (ST),CHAURE BAPU HARI,INC,Maharastra,2004
NANDURBAR (ST),GAVIT MANIKRAO HODLYA,INC,Maharastra,2004
ERANDOL,ANNASAHEB M. K. PATIL,BJP,Maharastra,2004
JALGAON,Y. G. MAHAJAN (SIR),BJP,Maharastra,2004
BULDHANA (SC),ADSUL ANANDRAO VITHOBA,SHS,Maharastra,2004
AKOLA,DHOTRE SANJAY SHAMRAO,BJP,Maharastra,2004
WASHIM,GAWALI (PATIL) KU. BHAVANA PUNDLIKRAO,SHS,Maharastra,2004
AMRAVATI,ANANT GUDHE,SHS,Maharastra,2004
RAMTEK,MOHITE SUBODH BABURAO,SHS,Maharastra,2004
NAGPUR,VILAS MUTTEMWAR,INC,Maharastra,2004
BHANDARA,PATLE SHISHUPAL NATTHU,BJP,Maharastra,2004
CHIMUR,SHIVANKAR MAHADEORAO SUKAJI,BJP,Maharastra,2004
CHANDRAPUR,AHIR HANSRAJ GANGARAM,BJP,Maharastra,2004
